Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
0	-19548.1	-19512.1	-35.9708	0.173311	0.313537	0.0689508	0.0593721	0.00521236	0.135417	0.0622276	0.237157	0.0232703	0.176095	0.0458816	0.0267187	0.143497	0.0146245	0.111383	0.376605	0.371115	0.101521	0.156192	0.273363	0.0108043	0.125887	0.0104016	0.226969	0.0257479	0.125571	0.11606	0.217298	4.37554e-05	0.140747	0.0557777	0.084884	0.134606	0.00558631	0.068363	0.0223504	0.105408	0.244213	0.0481983	0.117274	0.157911	0.0746998	0.0210801	5.01533
10	-17971.8	-17945.1	-26.6575	0.0966244	0.202538	0.148511	0.165744	0.0213131	0.164291	0.108337	0.117556	0.115537	0.122653	0.140489	0.10803	0.160613	0.0200743	0.120733	0.20342	0.311744	0.128886	0.100391	0.209792	0.157004	0.177754	0.042766	0.0656639	0.0800747	0.0510194	0.0121732	0.0300536	6.05649e-05	0.0449962	0.0720531	0.0460485	0.0874186	0.00663889	0.013773	0.0250458	0.024601	0.187495	0.0613631	0.0354734	0.0506294	0.0403147	0.00430764	4.08401
20	-17485.1	-17462.3	-22.775	0.0674307	0.141803	0.114751	0.151436	0.0481801	0.15792	0.10091	0.12429	0.0893939	0.122653	0.14308	0.137302	0.11034	0.0324557	0.123207	0.162816	0.151466	0.151621	0.125095	0.195842	0.0945945	0.180509	0.180875	0.034659	0.0433803	0.0432358	0.00844108	0.036274	4.98936e-05	0.0345657	0.0788042	0.0181727	0.0645896	0.00544836	0.008361	0.0445495	0.0122651	0.105034	0.0860641	0.0262608	0.102209	0.0337921	0.00162493	3.69575
30	-17307.6	-17285.7	-21.9443	0.0803894	0.155028	0.122836	0.143979	0.0873393	0.155191	0.135602	0.120734	0.106768	0.0989547	0.14308	0.163032	0.0944194	0.0721336	0.107831	0.163234	0.179869	0.132838	0.111526	0.138611	0.0974145	0.156805	0.164117	0.0278249	0.0345359	0.0394285	0.0164652	0.0430467	4.11494e-05	0.0574742	0.00594778	0.021389	0.0643785	0.0144933	0.0046139	0.0413415	0.00915477	0.0532446	0.0561566	0.02048	0.125207	0.0444396	0.00128984	3.61268
40	-17071.1	-17050	-21.1139	0.0603814	0.136367	0.116425	0.114965	0.108361	0.155894	0.110569	0.108371	0.117752	0.10027	0.162881	0.190423	0.08749	0.0805107	0.1244	0.12015	0.179869	0.0713049	0.11832	0.195831	0.0999199	0.200713	0.164117	0.0160947	0.0160117	0.0413895	0.0204534	0.0294812	4.50368e-05	0.0618051	0.00737315	0.0170059	0.0510716	0.0230907	0.0071666	0.0107321	0.00304042	0.0610068	0.0782126	0.00696515	0.121189	0.0268714	0.00535086	3.52964
50	-16980.4	-16959.4	-20.9709	0.0695405	0.102147	0.115846	0.136416	0.0875103	0.136798	0.0966697	0.131924	0.103024	0.122955	0.126433	0.201772	0.0652635	0.122758	0.119524	0.130109	0.170028	0.0854616	0.131613	0.177597	0.101123	0.147944	0.191835	0.0419995	0.018019	0.049925	0.0150978	0.0194943	0.000109107	0.0628643	0.0190494	0.0305213	0.042347	0.0239779	0.0225173	0.00190969	0.0047755	0.0757207	0.0634058	0.00249913	0.127141	0.011708	0.00797055	3.51534
60	-16750.4	-16729.7	-20.6145	0.0722156	0.113012	0.115846	0.116278	0.117623	0.153774	0.10183	0.102475	0.100348	0.119031	0.149956	0.140828	0.0809249	0.106188	0.127738	0.130109	0.185336	0.0848808	0.116897	0.151541	0.0980781	0.142115	0.156691	0.0402554	0.0471742	0.0456902	0.0329228	0.0135098	0.00010108	0.0735867	0.0101455	0.0210545	0.0324279	0.0187561	0.020315	0.000748194	0.00375136	0.0963635	0.063236	0.00935962	0.132865	0.00926812	0.0244596	3.4797
70	-16687.3	-16668.5	-18.7569	0.0738205	0.100765	0.115554	0.108793	0.108671	0.119001	0.0570643	0.107599	0.102572	0.0996516	0.154174	0.109757	0.0812043	0.150217	0.132793	0.135849	0.115347	0.0773275	0.107457	0.194994	0.0757702	0.130343	0.13903	0.0142958	0.0656206	0.0296019	0.0344541	0.029297	1.96766e-05	0.0674359	0.0242042	0.019205	0.0230005	0.0212219	0.00850574	0.000850973	0.00838236	0.0827657	0.063236	0.0300611	0.128269	0.0151061	0.0306519	3.29394
80	-16594.2	-16574.7	-19.5567	0.0678614	0.105675	0.11822	0.139982	0.101164	0.123512	0.0981067	0.112707	0.105855	0.108865	0.143272	0.109331	0.0616157	0.11557	0.149286	0.13893	0.117985	0.0873579	0.131767	0.159681	0.0849206	0.144786	0.111256	0.0202973	0.0485967	0.0381764	0.0249477	0.0246091	0.000123827	0.0613437	0.0748645	0.024759	0.0201523	0.00730834	0.00383821	0.00124769	0.01451	0.0890108	0.0529984	0.0399821	0.123701	0.0375587	0.0281897	3.37392
90	-16459.3	-16441.2	-18.0447	0.0659098	0.087795	0.119508	0.129443	0.0971913	0.122044	0.082994	0.112707	0.0867762	0.124184	0.159656	0.080713	0.0607856	0.089278	0.143047	0.186309	0.142599	0.0833282	0.126781	0.157806	0.0751293	0.154327	0.0937591	0.0112249	0.0579603	0.0350635	0.0140158	0.0426699	0.000142975	0.0311383	0.0453185	0.00504963	0.0323193	0.020901	0.00180553	0.00196161	0.0254773	0.0765521	0.0619654	0.0177614	0.0910191	0.0505791	0.0177269	3.22272
