Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-22878.7	-22852.6	-26.1674	2.21716	0.298926	0.190789	0.0947902	0.0695283	0.10561	0.0326782	0.0322883	0.304052	0.0607497	0.0273592	0.149175	0.0462608	0.0668714	0.119265	0.28054	0.0334591	0.00314629	0.0301379	0.0899979	0.316919	0.0495035	0.0118446	0.0857513	0.218334	0.0073699	0.0153593	0.0506972	0.00588101	0.0104217	0.186543	0.0535965	0.0602583	0.0250803	0.00871366	0.169344	0.366846	0.0857477	0.148415	0.0397659	0.0426629	0.073603	0.278091	0.0358919	0.635072	0.0657972	0.0455468	0.0446773	0.0474621	0.161445	0.317889	0.676283	1.07458	1.93125	0.0193392	0.0335625	0.0437028	0.903396	4.38226
10	-16022.2	-16001.9	-20.3363	0.403423	0.132473	0.193665	0.135386	0.117037	0.133896	0.127784	0.11499	0.169113	0.125672	0.156547	0.15833	0.0693936	0.205551	0.198051	0.148467	0.130958	0.0173919	0.102298	0.126919	0.188245	0.102552	0.0469223	0.130356	0.0723753	0.00228246	0.00498804	0.0634186	0.0499924	0.00627044	0.0564862	0.0136571	0.037748	0.0173685	0.00341046	0.064119	0.193382	0.0330739	0.0738385	0.0125761	0.0167917	0.00837926	0.0279264	0.0181365	0.308196	0.397512	0.0349951	0.0657005	0.0863035	0.107293	0.0172113	0.184309	0.734958	3.06352	0.0740224	0.237626	0.167276	0.521075	3.80822
20	-14900	-14870.4	-29.5996	0.36004	0.125627	0.202921	0.254905	0.161848	0.177093	0.114279	0.300937	0.105754	0.136334	0.15791	0.221971	0.124408	0.287585	0.198051	0.119414	0.174665	0.0507066	0.116214	0.116028	0.142685	0.297602	0.115461	0.265584	0.0525284	0.00169536	0.00275817	0.144376	0.0882905	0.0101467	0.031027	0.0116441	0.0806618	0.0127402	0.00520178	0.053697	0.118096	0.045917	0.033748	0.00923065	0.00179779	0.0216938	0.0274011	0.0141332	0.14019	0.691769	0.0230568	0.0260918	0.0709935	0.0478988	0.0113966	0.151341	0.684148	3.15311	0.159806	0.328424	0.0568658	0.454904	4.73476
30	-14666.4	-14637.7	-28.6629	0.360085	0.116627	0.207398	0.240693	0.179847	0.127869	0.111189	0.258	0.13934	0.128261	0.181448	0.217228	0.193911	0.30288	0.24023	0.143928	0.150473	0.125514	0.173001	0.115018	0.126033	0.227447	0.148451	0.22068	0.0143407	0.00641968	0.000573326	0.128716	0.0473348	0.0238373	0.00984473	0.0015734	0.130356	0.0121191	0.00716866	0.0174628	0.0345764	0.0253446	0.0107897	0.0264695	0.00423288	0.0201748	0.0315582	0.01274	0.116937	0.691345	0.0230427	0.0260758	0.0947299	0.0478694	0.011402	0.151376	0.684205	3.15302	0.15995	0.327817	0.0569172	0.455315	4.6411
40	-14512.8	-14485.8	-27.0526	0.367083	0.120439	0.181485	0.294652	0.186982	0.117856	0.0756327	0.270978	0.11362	0.183759	0.202626	0.239859	0.163379	0.314229	0.231316	0.114807	0.123623	0.111675	0.137358	0.11604	0.0876612	0.177543	0.116222	0.243843	0.0196933	0.00360974	0.000473356	0.162007	0.0280388	0.00925845	0.00979125	0.00119004	0.0835837	0.00481214	0.0215817	0.0159484	0.0284575	0.028051	0.00835352	0.0621451	0.00431478	0.031114	0.0243564	0.00766516	0.11316	0.669014	0.0357533	0.0271989	0.148551	0.00632239	0.0122661	0.156775	0.693054	3.13791	0.153146	0.356413	0.0544959	0.435946	4.48003
50	-14202.6	-14170.5	-32.0737	0.356291	0.151264	0.163771	0.28439	0.201009	0.147178	0.105551	0.294045	0.174618	0.170271	0.203093	0.38869	0.0664628	0.335336	0.256168	0.166675	0.166378	0.14446	0.194961	0.111467	0.0888549	0.194198	0.147638	0.241894	0.0260935	0.00282017	0.000351767	0.162007	0.0203095	0.0246284	0.00593268	0.000662354	0.0597924	0.00941206	0.0389283	0.00922437	0.0225947	0.0281955	0.00304016	0.0719098	0.0262669	0.0269539	0.0303185	0.0143793	0.14871	0.430374	0.0314988	0.0509216	0.316182	0.022313	0.0109463	0.148439	0.679295	3.16132	0.244396	0.375013	0.0517356	0.328855	4.98219
60	-14018.5	-13985.7	-32.8394	0.337776	0.15941	0.216775	0.17953	0.228327	0.15614	0.0710434	0.244879	0.156507	0.182808	0.211406	0.364078	0.0777937	0.354868	0.270713	0.186237	0.107114	0.218679	0.168657	0.117894	0.101553	0.136444	0.144099	0.271133	0.0233438	0.00225306	0.00031499	0.0882768	0.0200708	0.0276007	0.0171512	0.00135313	0.0361117	0.016413	0.0293547	0.0103921	0.0451876	0.0672216	0.00249628	0.148842	0.0731781	0.047531	0.0464311	0.0292457	0.114018	0.43606	0.0477973	0.0402718	0.335033	0.0268204	0.00885353	0.134025	0.654116	3.20301	0.246279	0.370199	0.0521341	0.331388	5.05886
70	-13916.8	-13889.9	-26.8137	0.316014	0.147013	0.17297	0.121647	0.155507	0.117299	0.0775847	0.204696	0.16386	0.178514	0.150362	0.423032	0.0498242	0.363508	0.275473	0.151578	0.0978277	0.12293	0.168657	0.0825368	0.0744828	0.106208	0.1241	0.238567	0.00907711	0.00247427	0.000163683	0.0617872	0.030136	0.0653112	0.00800731	0.0023605	0.0167232	0.0196574	0.0409378	0.00982264	0.0206307	0.0324956	0.00356249	0.173605	0.0758574	0.0336927	0.00731041	0.0746043	0.0859818	0.546556	0.0372842	0.0302489	0.265924	0.0340047	0.00668395	0.116997	0.621742	3.25458	0.261479	0.362734	0.0510827	0.324705	4.45639
80	-13836.5	-13808.2	-28.357	0.316014	0.158042	0.208897	0.100445	0.18422	0.142408	0.0666779	0.172874	0.171704	0.185333	0.171566	0.406222	0.0726543	0.362825	0.268664	0.122857	0.0899949	0.146467	0.168657	0.088298	0.0920442	0.139586	0.112309	0.244009	0.0301241	0.00282057	0.000320508	0.0263954	0.0529786	0.0701983	0.00644331	0.010169	0.0143856	0.0533624	0.0276615	0.00307055	0.0248243	0.0341589	0.00475003	0.136203	0.0590741	0.0537478	0.00891249	0.114367	0.0844762	0.54406	0.0371139	0.0357913	0.26471	0.0338493	0.00668395	0.116997	0.621742	3.25458	0.278295	0.386062	0.0640689	0.271574	4.61072
90	-13716.2	-13686.8	-29.4222	0.311976	0.156698	0.122684	0.104213	0.124614	0.129813	0.116478	0.245559	0.149609	0.262133	0.161731	0.417619	0.0678826	0.305461	0.204037	0.111895	0.0925611	0.144621	0.178658	0.109894	0.104717	0.115347	0.089112	0.308664	0.0282896	0.00384034	0.000174085	0.0241288	0.124413	0.0404039	0.00926285	0.0543461	0.00936504	0.0610639	0.063089	0.00256838	0.00947729	0.0365633	0.0114983	0.138269	0.02195	0.0457242	0.0527892	0.15605	0.0687496	0.543328	0.0375771	0.0323032	0.268014	0.0500286	0.00631699	0.113838	0.615378	3.26447	0.275822	0.39492	0.0600969	0.269161	4.71726
