Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
300	-15730.5	-15714.3	-16.169	0.102605	0.122094	0.0815032	0.094004	0.123367	0.0884823	0.10343	0.0803546	0.121194	0.138244	0.0876612	0.142307	0.0855803	0.165931	0.130419	0.0910501	0.0524772	0.0771789	0.0851649	0.0734769	0.0746401	0.0971913	0.112514	0.0795783	0.0101478	0.0543482	0.0300412	0.0379877	0.025905	0.0402236	0.0337787	0.0416623	0.0236833	0.0239048	0.0346853	0.0351311	0.0231057	0.0198894	0.0311724	0.0499191	0.0303119	0.0500385	0.0287693	3.03515
310	-15723	-15707.1	-15.888	0.082297	0.102799	0.0953882	0.0833825	0.0923115	0.095546	0.10743	0.0726652	0.11123	0.141532	0.0832375	0.113614	0.0663628	0.180213	0.113557	0.0939404	0.0564058	0.0978119	0.0919978	0.0953056	0.0699029	0.099188	0.121902	0.0554748	0.0111264	0.0764555	0.0180332	0.0369976	0.036419	0.0245857	0.0311028	0.0346689	0.0358237	0.0262122	0.0409622	0.0381232	0.0210295	0.0360096	0.0393497	0.0597895	0.0475954	0.0461263	0.0231464	3.00705
320	-15725.6	-15709.4	-16.1392	0.0821109	0.106944	0.0693016	0.0912495	0.119868	0.109975	0.120967	0.0683641	0.115951	0.157215	0.093689	0.0990527	0.0663628	0.14828	0.113557	0.0916667	0.0714596	0.0950694	0.0919978	0.0770906	0.08258	0.101055	0.147258	0.0617384	0.0223054	0.0620127	0.0248322	0.043038	0.0282637	0.0213971	0.0269835	0.0313288	0.0309082	0.0256728	0.0285075	0.0514544	0.0159593	0.0171318	0.0232007	0.0605634	0.0628434	0.0489929	0.0239726	3.03217
330	-15732.9	-15716.8	-16.1238	0.0908421	0.133907	0.0973052	0.0768514	0.0856987	0.117023	0.118647	0.0798931	0.0961093	0.124368	0.0864616	0.100102	0.0803498	0.183152	0.143447	0.0925622	0.0747901	0.0789207	0.0784064	0.083556	0.0877815	0.0963716	0.103743	0.0855214	0.0213275	0.0698945	0.0262358	0.0459515	0.0241096	0.0389565	0.0370744	0.0229731	0.0330072	0.0290767	0.0336581	0.0400283	0.0100611	0.0238981	0.0318395	0.0452488	0.0403675	0.03667	0.0244489	3.03064
340	-15730.3	-15714.3	-16.0738	0.103145	0.108289	0.0655918	0.0768514	0.113746	0.0917595	0.114217	0.0598905	0.105515	0.135696	0.0947786	0.139276	0.0635883	0.18973	0.119105	0.0816404	0.0480198	0.101914	0.0786182	0.0899379	0.0665433	0.128409	0.128889	0.0639679	0.0337195	0.0578774	0.0290329	0.0333799	0.0194628	0.0220105	0.0210336	0.0248502	0.0304716	0.0242743	0.0375296	0.0487622	0.0341913	0.02384	0.0292437	0.0491159	0.0609099	0.0490538	0.027754	3.02563
350	-15721.9	-15705.2	-16.6388	0.0990342	0.111467	0.0775121	0.0975386	0.121057	0.100378	0.131925	0.0599403	0.113004	0.148989	0.10042	0.103871	0.0633849	0.182073	0.121183	0.0916215	0.0585426	0.0947907	0.0853575	0.0687709	0.0835403	0.118702	0.119498	0.067464	0.0171015	0.0578774	0.0279168	0.0360181	0.0304994	0.0307692	0.0303499	0.0173868	0.0311619	0.022846	0.0396992	0.0544763	0.0178582	0.0356631	0.019864	0.0766222	0.0356871	0.0498409	0.0304283	3.08213
360	-15724.7	-15710	-14.7279	0.10169	0.101083	0.0710795	0.0751846	0.0958508	0.100378	0.136869	0.0664436	0.0957798	0.124417	0.0829331	0.107298	0.0782753	0.152407	0.110745	0.0718523	0.0678492	0.0801805	0.0758946	0.0712835	0.0906693	0.111901	0.140002	0.0424477	0.0242308	0.0738896	0.0219551	0.0333392	0.0388013	0.0192512	0.0357065	0.0233357	0.0416988	0.0164038	0.0391803	0.0352193	0.0294981	0.0204826	0.0273888	0.0630982	0.0366434	0.0354613	0.0229458	2.89104
370	-15735.6	-15719.4	-16.1798	0.0824787	0.101321	0.0733921	0.0575167	0.0973745	0.0955276	0.112618	0.0656215	0.14178	0.145565	0.0788296	0.120689	0.0657277	0.181045	0.113621	0.0970045	0.0562409	0.0959269	0.0849691	0.0841828	0.0748129	0.104573	0.136815	0.0486815	0.015757	0.0775613	0.0260906	0.0485573	0.0189763	0.0232622	0.0173535	0.0431155	0.0373305	0.0232715	0.0387689	0.0777424	0.0233257	0.0421425	0.0332288	0.0538503	0.0333809	0.0420423	0.0441584	3.03623
380	-15717.4	-15701.6	-15.7587	0.0884832	0.0928578	0.0855766	0.0749599	0.102505	0.0878845	0.126683	0.0797671	0.11673	0.149177	0.0996799	0.102013	0.0817539	0.177586	0.11106	0.0970045	0.0571866	0.0812632	0.0767306	0.0908744	0.0848579	0.0994866	0.116674	0.0506846	0.0235534	0.0802052	0.0286541	0.0399082	0.0234385	0.0319841	0.0206718	0.0236162	0.0286375	0.0337671	0.0308936	0.0392974	0.0162568	0.0246366	0.0369011	0.0618944	0.0449619	0.0384083	0.0349538	2.99412
390	-15727.4	-15712	-15.3887	0.101823	0.109409	0.0759526	0.0638968	0.0850152	0.0835503	0.108089	0.0642717	0.129758	0.126273	0.0850317	0.117466	0.098278	0.153959	0.119579	0.0955852	0.0472636	0.0914654	0.0801231	0.0924432	0.0733952	0.12205	0.152312	0.0550279	0.0148972	0.06416	0.0268133	0.0299743	0.0250413	0.0206436	0.0210507	0.0143084	0.0339758	0.0210036	0.0346614	0.0509172	0.0299575	0.0324434	0.0395821	0.0436637	0.0568176	0.0369599	0.0282361	2.95713
400	-15724.3	-15708.1	-16.1868	0.083829	0.119638	0.084297	0.088937	0.101246	0.0928822	0.127155	0.0601061	0.100573	0.153412	0.0912244	0.120322	0.0658057	0.155539	0.14639	0.111565	0.0464928	0.108979	0.0781393	0.0924402	0.0727121	0.121035	0.117237	0.0451635	0.0141601	0.074501	0.0287765	0.0348742	0.01518	0.0251005	0.0157292	0.0281296	0.0320497	0.027385	0.0436948	0.0532078	0.0208039	0.0215957	0.0395821	0.0748278	0.0468862	0.0372825	0.0180472	3.03693
410	-15718.3	-15702.1	-16.2416	0.10181	0.118897	0.0840285	0.0693575	0.0981261	0.0875707	0.126878	0.0788688	0.118942	0.162167	0.0930899	0.119089	0.0714786	0.155539	0.130642	0.103163	0.0526133	0.0975363	0.0809024	0.079388	0.065227	0.0958158	0.106116	0.0630379	0.0184824	0.0676433	0.0256558	0.0442052	0.0271649	0.0259639	0.0250913	0.0203851	0.0326045	0.0250899	0.0388016	0.0486719	0.026575	0.038716	0.0262455	0.0743278	0.0441772	0.042307	0.0300154	3.04241
420	-15724.7	-15709.9	-14.7248	0.0928947	0.0967532	0.0828803	0.0872006	0.105767	0.0914952	0.115563	0.0658631	0.0935729	0.122678	0.0899414	0.118242	0.0744737	0.160558	0.10555	0.101783	0.0609732	0.0810882	0.0775029	0.0798464	0.0712694	0.106311	0.118031	0.0460288	0.0135251	0.0840264	0.0217832	0.0291327	0.0270268	0.025676	0.0201015	0.0178059	0.0375031	0.0117151	0.0396373	0.0299548	0.0314477	0.0460067	0.0321182	0.0642041	0.0426929	0.0407794	0.0293281	2.89073
430	-15733	-15717.2	-15.8102	0.0943115	0.130317	0.0922236	0.0927344	0.123217	0.0934842	0.115563	0.0680858	0.104941	0.127404	0.0847969	0.108245	0.0771882	0.17528	0.10555	0.0930066	0.0719084	0.0820603	0.0837585	0.0692665	0.0590135	0.108796	0.122667	0.0876304	0.0191248	0.0677158	0.0298773	0.0291256	0.0213926	0.0312449	0.035742	0.0103351	0.0283185	0.0270765	0.0379795	0.0311883	0.0237009	0.027693	0.0273055	0.0677183	0.0525897	0.0275516	0.0321399	2.99927
440	-15735.5	-15719.8	-15.7568	0.0890832	0.133217	0.0776207	0.102642	0.101972	0.0842995	0.115563	0.0771684	0.103497	0.14651	0.0778326	0.116663	0.0718141	0.171363	0.106876	0.102995	0.0653162	0.0681687	0.061703	0.0761207	0.0812227	0.101213	0.125802	0.0677446	0.034903	0.0561877	0.0447111	0.0377016	0.0335875	0.0273981	0.0199627	0.0111803	0.0315119	0.0141981	0.0483114	0.0336298	0.0348108	0.0263497	0.0385802	0.0501161	0.0453778	0.0449784	0.0340334	2.99394
450	-15738.4	-15721.8	-16.5663	0.0905379	0.133217	0.0649356	0.102642	0.101972	0.0989177	0.133575	0.0684929	0.144208	0.148784	0.099357	0.103239	0.0687208	0.144669	0.127682	0.0852611	0.0403875	0.0914449	0.0597402	0.0866857	0.081261	0.104229	0.140731	0.0511659	0.0191484	0.083286	0.0190958	0.0203252	0.0441469	0.0256954	0.0185723	0.0172548	0.0354479	0.0277946	0.0468731	0.0463818	0.0412043	0.0310555	0.0372313	0.0571416	0.0569798	0.0313924	0.0440046	3.07489
