Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-24435.3	-24417.5	-17.8632	25.3443	0.00812107	0.088804	0.00458042	0.212868	0.0718588	0.0092413	0.0372309	0.0191782	0.0413854	0.0575193	0.0784462	0.0492755	0.184399	0.0141969	0.0179259	0.0915756	0.213066	0.0464593	0.0877633	0.0837643	0.113079	0.00586168	0.056389	0.185892	0.0682736	0.0990736	0.171137	0.0633365	0.022065	0.00710347	0.0342299	0.0885346	0.125254	0.0596265	0.0525384	0.0261972	0.00317251	0.177376	0.112873	0.0423067	0.0307024	0.234287	0.181826	0.0941586	0.0201562	0.0354172	0.234751	0.0170731	0.598444	0.760013	0.924743	1.05276	1.26248	0.518339	0.136139	0.181188	0.164334	3.37879
10	-15592.7	-15579.9	-12.7236	0.709407	0.0364187	0.237333	0.0484852	0.162544	0.106571	0.0168545	0.111754	0.0976764	0.0809446	0.101523	0.0668517	0.146401	0.0985973	0.0683097	0.089947	0.0838471	0.0986556	0.130825	0.106971	0.126969	0.160694	0.0107362	0.0806071	0.0461237	0.0487322	0.026955	0.130146	0.0633365	0.0199681	0.024875	0.0242144	0.00986557	0.0529802	0.105762	0.0096135	0.0246084	0.00486887	0.0632358	0.0315378	0.0208794	0.049417	0.0248424	0.0597108	0.289683	0.0664295	0.0429926	0.0688991	0.485603	0.0463935	0.0761987	0.367935	0.928305	2.62756	0.28877	0.205457	0.16632	0.339452	3.11119
20	-14407.8	-14379.2	-28.5944	0.425837	0.194494	0.250113	0.0711029	0.227789	0.114966	0.0365624	0.134744	0.179791	0.093891	0.106563	0.133342	0.503957	0.139838	0.165105	0.134115	0.0960485	0.140881	0.185159	0.175139	0.139945	0.425571	0.0385007	0.171454	0.116947	0.0829195	0.0117706	0.0292325	0.0231283	0.00686829	0.0577431	0.0259961	0.0159429	0.0412763	0.104971	0.0131955	0.0766723	0.00439142	0.0261906	0.110756	0.00901953	0.0278014	0.0443858	0.0128208	0.196133	0.176468	0.031779	0.0509284	0.517796	0.0268957	0.0206114	0.200779	0.757791	3.02082	0.326991	0.23265	0.188334	0.252026	4.7011
30	-14029.2	-13998.9	-30.312	0.34406	0.168513	0.323214	0.102383	0.119552	0.135498	0.105261	0.133223	0.198972	0.110393	0.0974182	0.14823	0.391206	0.211704	0.160808	0.0985037	0.0406266	0.187043	0.26307	0.148703	0.10091	0.442048	0.126757	0.22525	0.0545067	0.0677766	0.00177124	0.0369252	0.0103851	0.00423205	0.0404615	0.0286018	0.0185736	0.0279181	0.116158	0.00994865	0.0868104	0.00719313	0.0434105	0.126613	0.0270731	0.0251286	0.0852054	0.0157078	0.194305	0.198109	0.0658545	0.0149288	0.512971	0.0138318	0.00953904	0.13893	0.662895	3.18864	0.279645	0.349061	0.155761	0.215534	4.87368
40	-13700.2	-13670.6	-29.5835	0.345464	0.141586	0.341598	0.123479	0.178916	0.152304	0.166697	0.135529	0.212821	0.104406	0.105176	0.175728	0.514729	0.246268	0.11886	0.110281	0.0502204	0.172107	0.211092	0.182866	0.109824	0.277916	0.100446	0.12717	0.0326701	0.0567256	0.00721416	0.0156602	0.0204002	0.00398403	0.0175029	0.0396668	0.0126096	0.0234054	0.0979631	0.00680858	0.0397135	0.00931604	0.0210523	0.162016	0.0488437	0.00924124	0.06775	0.0482481	0.112219	0.278527	0.0471616	0.0151625	0.526393	0.020538	0.00969566	0.140024	0.664822	3.18546	0.265455	0.329401	0.113639	0.291505	4.80081
50	-13621.3	-13587.1	-34.1716	0.334267	0.165078	0.499282	0.11162	0.19795	0.149406	0.169338	0.118413	0.188029	0.144173	0.1393	0.20216	0.511712	0.277424	0.141415	0.114512	0.0590258	0.256047	0.197154	0.180244	0.0944855	0.188582	0.106713	0.147538	0.0317001	0.0196601	0.0172708	0.0145708	0.0491388	0.0105335	0.0243212	0.028665	0.0272688	0.0247725	0.134736	0.00315812	0.0326568	0.0154364	0.0414749	0.145517	0.0949468	0.0100508	0.118999	0.055257	0.103121	0.278922	0.0715734	0.0182832	0.502365	0.0257353	0.00848211	0.131283	0.649107	3.21113	0.260744	0.341301	0.111623	0.286332	5.25973
60	-13549.1	-13516	-33.0858	0.263192	0.161723	0.436465	0.119573	0.150404	0.16799	0.204202	0.102355	0.220208	0.108321	0.180579	0.185855	0.701895	0.268219	0.100078	0.116835	0.0868864	0.173618	0.182456	0.193984	0.0772678	0.144608	0.106766	0.0976609	0.035084	0.018104	0.0104597	0.0104158	0.0680675	0.0373103	0.028346	0.0204523	0.0251155	0.0130908	0.134835	0.000623064	0.0240796	0.0288851	0.0216124	0.154251	0.106392	0.0173009	0.0562005	0.0532931	0.0509592	0.297944	0.075598	0.0189901	0.530613	0.0258949	0.00278444	0.076369	0.528493	3.39235	0.291167	0.371445	0.106609	0.23078	5.15187
70	-13491.3	-13460.7	-30.5262	0.294771	0.105668	0.287021	0.116042	0.119348	0.180107	0.140749	0.09428	0.220208	0.10947	0.184143	0.121613	0.622087	0.326855	0.100023	0.0929908	0.0537779	0.187006	0.177278	0.16726	0.0848081	0.162894	0.149749	0.0857877	0.0566495	0.0466513	0.025239	0.0130114	0.0755572	0.106437	0.0411117	0.0124895	0.0142291	0.0253258	0.117955	0.00100259	0.0173314	0.0482644	0.021074	0.120482	0.146441	0.0301601	0.0469974	0.0400177	0.0611763	0.29223	0.0741085	0.0266507	0.520436	0.0253982	0.00488072	0.100434	0.586915	3.30777	0.293498	0.374419	0.107462	0.22462	4.89559
80	-13471.3	-13440.9	-30.4127	0.309689	0.122605	0.32865	0.106836	0.131413	0.125924	0.139065	0.103288	0.208746	0.137417	0.169918	0.107993	0.584481	0.286365	0.118138	0.0947009	0.0678252	0.150878	0.186219	0.154443	0.0894471	0.180232	0.127972	0.095418	0.0357881	0.0317421	0.0256225	0.00770627	0.130264	0.200174	0.0610663	0.00403419	0.0206802	0.0353393	0.0700344	0.0010232	0.0257097	0.0625012	0.00841124	0.0730993	0.166346	0.0332763	0.0214813	0.0518124	0.061623	0.285221	0.0944	0.0260116	0.507955	0.0247891	0.00611417	0.112051	0.611722	3.27011	0.293498	0.374419	0.107462	0.22462	4.88409
90	-13475.8	-13442.1	-33.7449	0.309689	0.134963	0.209681	0.100869	0.125687	0.152668	0.139065	0.102024	0.2148	0.126271	0.137416	0.114265	0.485539	0.368914	0.111426	0.115767	0.0590487	0.218731	0.253856	0.16333	0.0702713	0.204299	0.0997218	0.109056	0.0516204	0.0453845	0.0246664	0.030784	0.225894	0.244267	0.0496862	0.00230519	0.033855	0.0115389	0.092514	0.000810808	0.0140779	0.115389	0.0101025	0.0534979	0.263753	0.0670964	0.014253	0.0481524	0.062239	0.288073	0.0770361	0.0197435	0.513033	0.039876	0.00611417	0.112051	0.611722	3.27011	0.294014	0.37498	0.10105	0.229956	5.21732
