Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-21354.4	-21332	-22.4533	0.500517	0.117102	0.0167391	0.354032	0.0249267	0.0332249	0.0345147	0.203126	0.0438583	0.465876	0.123203	0.212335	0.0441181	0.0292313	0.0788593	0.163403	0.0180578	0.0038712	0.219006	0.101555	0.0269833	0.0454997	0.166058	0.215382	0.0160679	0.177453	0.111757	0.062849	0.0659614	0.00392224	0.0142916	0.19543	0.122043	0.0312217	0.0550125	0.0448412	0.0558537	0.0291725	0.0349308	0.0286634	0.123692	0.0548204	0.152258	0.077805	0.365635	0.015785	0.273235	0.176567	0.123335	0.0454437	0.0334837	0.252253	0.820644	2.89362	0.271503	0.0132962	0.405897	0.309303	4.19901
10	-15134.5	-15119	-15.4697	0.325084	0.172997	0.0286369	0.123418	0.0618826	0.0588029	0.202405	0.0722374	0.0812711	0.149515	0.167557	0.225666	0.152482	0.139135	0.100284	0.222255	0.0654308	0.0732799	0.129771	0.144309	0.0573818	0.152355	0.122814	0.0906857	0.00779669	0.178293	0.0189892	0.0383226	0.0437409	0.031283	0.0121336	0.0824719	0.0209395	0.0145089	0.030915	0.0254691	0.0427455	0.0269916	0.00934052	0.0189369	0.027492	0.0131016	0.0456505	0.0230992	0.274474	0.0669116	0.0771414	0.0495621	0.51908	0.01283	0.00754918	0.124097	0.63562	3.23273	0.16787	0.291694	0.290034	0.250403	3.50679
20	-14545.9	-14522	-23.8338	0.32746	0.21336	0.104697	0.102493	0.175592	0.133352	0.223865	0.0612491	0.118722	0.343545	0.196939	0.328123	0.182976	0.159179	0.139048	0.193789	0.137701	0.135188	0.181274	0.132474	0.136456	0.177255	0.132202	0.122295	0.00624963	0.0515739	0.010577	0.0161002	0.0134455	0.0715978	0.00139024	0.0611755	0.0352916	0.00289099	0.0134412	0.0339477	0.0529044	0.0104945	0.0329203	0.0130583	0.0179817	0.00582529	0.0456505	0.0148247	0.221386	0.137507	0.0676662	0.0399759	0.523117	0.0103484	0.00778513	0.125957	0.639163	3.22709	0.192526	0.334536	0.185757	0.287181	4.34311
30	-14107.7	-14079.7	-27.9828	0.32746	0.223542	0.152016	0.174101	0.147446	0.222083	0.269645	0.0719547	0.108473	0.283009	0.142237	0.223268	0.250607	0.159179	0.112154	0.285135	0.156134	0.187892	0.189171	0.160165	0.140552	0.207219	0.197978	0.141911	0.00435075	0.0717321	0.011892	0.00235716	0.00623797	0.0973818	0.00112097	0.0251521	0.0177422	0.00613769	0.0111263	0.0171952	0.0158446	0.0173168	0.0415063	0.013396	0.128513	0.0184966	0.0325831	0.0120642	0.149876	0.164622	0.0503373	0.0122572	0.614741	0.00816672	0.00778513	0.125957	0.639163	3.22709	0.26719	0.303603	0.168581	0.260626	4.75802
40	-13985.6	-13949.9	-35.6985	0.354875	0.206183	0.170827	0.156085	0.130489	0.536654	0.278147	0.0871639	0.157391	0.214993	0.240122	0.152495	0.307655	0.200818	0.167124	0.259381	0.191042	0.178327	0.227178	0.122909	0.144169	0.265962	0.260956	0.222497	0.038576	0.109374	0.00680526	0.000828495	0.00762343	0.0316257	0.000699474	0.0207453	0.0178606	0.00592801	0.0234158	0.024486	0.0168321	0.0682095	0.0180057	0.0268499	0.149979	0.0196046	0.0551108	0.00750201	0.160704	0.176516	0.0539739	0.0131427	0.586907	0.00875673	0.0107785	0.147341	0.677441	3.16444	0.26887	0.305512	0.163707	0.261912	5.52863
50	-13906.4	-13872.6	-33.8275	0.391604	0.223441	0.170827	0.158111	0.0994681	0.476992	0.300144	0.0688095	0.10947	0.225426	0.136973	0.137177	0.256506	0.231347	0.151094	0.283151	0.152665	0.163936	0.304519	0.15069	0.15646	0.302711	0.241553	0.171778	0.016933	0.0739884	0.00440168	0.0045075	0.00611382	0.0132592	0.000111349	0.0144301	0.0174832	0.0184221	0.0442332	0.0702284	0.010035	0.037924	0.0226414	0.0791459	0.163237	0.024684	0.0397046	0.00550977	0.160704	0.176516	0.0539739	0.0131427	0.586907	0.00875673	0.015522	0.175457	0.722033	3.08699	0.303974	0.290843	0.155847	0.249336	5.34024
60	-13861.7	-13828.5	-33.1686	0.356886	0.241071	0.197272	0.155687	0.12296	0.466377	0.300144	0.0792569	0.128177	0.17528	0.179913	0.154606	0.242879	0.214168	0.161098	0.181664	0.138538	0.177301	0.242339	0.160954	0.205142	0.366586	0.188674	0.138881	0.00555992	0.0861417	0.00537254	0.00375647	0.00898617	0.00538426	0.000152543	0.0576224	0.0318981	0.0157171	0.02902	0.0208119	0.00281102	0.00964419	0.00713142	0.119065	0.188392	0.0175106	0.0299749	0.0116406	0.1234	0.244299	0.041445	0.0100919	0.57404	0.00672404	0.0110172	0.1489	0.680071	3.16001	0.303974	0.290843	0.155847	0.249336	5.27556
70	-13806.4	-13772.9	-33.4559	0.313538	0.217065	0.18999	0.169455	0.101718	0.466377	0.31102	0.0472327	0.0904421	0.163727	0.168113	0.114923	0.199715	0.220378	0.160384	0.225269	0.133679	0.158543	0.288821	0.158055	0.183023	0.297037	0.275631	0.174156	0.00262108	0.0755037	0.0113326	0.00290645	0.0229237	0.00312613	0.000183587	0.0877704	0.0153746	0.0561007	0.0317146	0.0172172	0.00454579	0.00625875	0.00656718	0.212073	0.132703	0.0208993	0.0692218	0.0120143	0.121546	0.242662	0.0408225	0.00994034	0.562673	0.0223555	0.0064576	0.11506	0.617853	3.26063	0.298396	0.338724	0.139576	0.223304	5.30581
80	-13758.8	-13727.6	-31.2007	0.323972	0.244223	0.172014	0.152622	0.104543	0.470654	0.31766	0.0721973	0.101504	0.171224	0.135725	0.0947171	0.18909	0.178769	0.13123	0.196598	0.121924	0.18052	0.288831	0.132182	0.183072	0.283806	0.220473	0.150755	0.00371085	0.0703079	0.00329776	0.0068164	0.0142668	0.00561364	0.000191306	0.0665627	0.00888849	0.0276976	0.0567253	0.0120284	0.0140811	0.0327572	0.0030997	0.20978	0.141532	0.0249631	0.0732285	0.0100461	0.0973688	0.194394	0.0713682	0.00796306	0.610998	0.0179087	0.00744004	0.123226	0.633948	3.23539	0.298396	0.338724	0.139576	0.223304	5.07993
90	-13714.3	-13684.4	-29.8933	0.345012	0.173953	0.164908	0.175771	0.0848293	0.511246	0.219006	0.0833264	0.0695951	0.171224	0.161278	0.109599	0.197833	0.184028	0.131162	0.228535	0.0900475	0.198197	0.25391	0.122588	0.172677	0.263562	0.167873	0.140773	0.0206294	0.0703406	0.00178415	0.00793872	0.0119814	0.0215151	0.000256498	0.0224788	0.00773174	0.0159083	0.0450299	0.017053	0.113953	0.0256732	0.00590836	0.191171	0.162522	0.0385918	0.0696149	0.0224493	0.0945643	0.199781	0.0871298	0.0077337	0.593399	0.0173928	0.00964505	0.139672	0.664202	3.18648	0.297987	0.33963	0.139384	0.222998	4.94845
