Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
30	-15723.1	-15707.2	-15.8288	0.0991938	0.0699419	0.0653607	0.0883687	0.133889	0.0928276	0.117759	0.0636633	0.170491	0.0822915	0.0943669	0.0952802	0.107606	0.175858	0.0884872	0.113948	0.0858369	0.0849169	0.0700086	0.0697813	0.120163	0.0849419	0.116224	0.0225265	0.0513375	0.0442743	0.0326463	0.0263784	0.0296887	0.0253922	0.0329082	0.0292315	0.0116616	0.0281054	0.036658	0.0349345	0.0745918	0.0321852	0.0362531	0.0317938	0.015747	0.0740223	0.0395894	3.00113
31	-15722.6	-15706.8	-15.8555	0.106497	0.0662818	0.0526813	0.0786627	0.130127	0.0879551	0.119564	0.0778993	0.167461	0.0850966	0.119622	0.0733677	0.126912	0.14107	0.0568801	0.114926	0.106662	0.105254	0.0699134	0.0680082	0.114191	0.0925391	0.105505	0.0295798	0.0331732	0.0377735	0.0273564	0.0257726	0.0414202	0.0285591	0.0379903	0.0264688	0.0116858	0.0322566	0.0407539	0.0279557	0.0615149	0.0342913	0.0481961	0.0381839	0.0239312	0.0737333	0.0561288	3.0038
32	-15722.1	-15705.7	-16.3539	0.108343	0.0780907	0.0473581	0.0868705	0.107314	0.0919918	0.123616	0.0845156	0.181942	0.078996	0.110488	0.0670957	0.0952903	0.116334	0.086204	0.104178	0.0978379	0.105254	0.0855154	0.0833049	0.141998	0.0899465	0.131343	0.0260099	0.0547793	0.052107	0.0290973	0.0311733	0.0311449	0.0243716	0.0267941	0.036257	0.0215435	0.0242132	0.0258388	0.0264344	0.0594384	0.0242952	0.0615972	0.0358506	0.0274768	0.0759105	0.0554834	3.05364
33	-15721.2	-15704.6	-16.6287	0.114375	0.0711329	0.0504123	0.109124	0.132676	0.102071	0.120203	0.0861652	0.171355	0.0793703	0.0997784	0.0624399	0.112885	0.142495	0.0720801	0.128706	0.120937	0.0954674	0.0855154	0.0795501	0.127866	0.0885423	0.122978	0.0263727	0.0362174	0.0587921	0.0205061	0.0292046	0.0482606	0.0268122	0.0315674	0.0359617	0.0133088	0.02911	0.040454	0.0343347	0.0556545	0.0272386	0.0310733	0.0332424	0.0156274	0.0686657	0.0425949	3.08112
34	-15730.6	-15715.2	-15.4545	0.104952	0.0677157	0.0411835	0.0753794	0.135963	0.0840716	0.112012	0.0861652	0.146672	0.0793703	0.135316	0.0655111	0.089068	0.16369	0.0720801	0.100123	0.106263	0.10262	0.0803288	0.0857276	0.116839	0.0965866	0.0978372	0.0198422	0.0350238	0.051678	0.0310275	0.0259949	0.0456705	0.0304047	0.0205946	0.0333313	0.0146999	0.0205898	0.0272605	0.0361508	0.0681049	0.0199671	0.042465	0.0451145	0.0222979	0.0571864	0.070821	2.9637
35	-15722.3	-15707	-15.3518	0.098791	0.0853256	0.0586938	0.0984692	0.12704	0.0899176	0.112012	0.0714943	0.148042	0.0766207	0.105856	0.0831258	0.111344	0.166484	0.0739667	0.115896	0.0916531	0.0828651	0.0582326	0.0877118	0.105891	0.0853642	0.114163	0.0297295	0.0472897	0.0560184	0.0390075	0.0200845	0.035375	0.0323561	0.0135242	0.0410177	0.0217266	0.0265904	0.0363132	0.018099	0.0531966	0.033176	0.0398959	0.0245198	0.0222133	0.0694986	0.0448465	2.95344
36	-15727.6	-15711.6	-16.0191	0.112113	0.0905757	0.0668315	0.0829863	0.115028	0.0979262	0.129521	0.0710283	0.141784	0.0685921	0.135523	0.0747179	0.105496	0.118702	0.0800516	0.133909	0.078868	0.09536	0.0896024	0.08776	0.117674	0.0837364	0.12138	0.0216452	0.0442923	0.0439186	0.0336032	0.0218342	0.051201	0.0188756	0.0194105	0.0418335	0.0120193	0.025186	0.0278426	0.0123036	0.0496519	0.0315107	0.0552201	0.0333921	0.0346064	0.0897851	0.052861	3.02016
37	-15719.8	-15704.6	-15.1783	0.107109	0.0685224	0.0403938	0.101553	0.123184	0.0835111	0.117294	0.0763705	0.162673	0.0864454	0.117198	0.0747179	0.135179	0.144243	0.076314	0.118807	0.0858139	0.0961535	0.0772989	0.0783539	0.102017	0.0960424	0.105434	0.0258657	0.0376158	0.0497627	0.0253843	0.0186113	0.0353982	0.0247641	0.0228463	0.0453557	0.0225093	0.0238436	0.0250569	0.0229427	0.0561223	0.0267184	0.0341471	0.0308855	0.020379	0.0617788	0.0514714	2.93609
38	-15726.1	-15711.3	-14.8116	0.107109	0.0949139	0.0606009	0.0638074	0.116618	0.0909021	0.100157	0.0829928	0.141949	0.0776099	0.0944949	0.0662516	0.122669	0.129879	0.0748416	0.111906	0.104953	0.0871075	0.0679827	0.0821516	0.123564	0.0960424	0.121624	0.0216485	0.0496629	0.0461369	0.033504	0.0155963	0.0468093	0.0261828	0.0172165	0.0459629	0.0189102	0.0212065	0.0242902	0.0173849	0.0577511	0.0263972	0.0382394	0.0302804	0.0305468	0.0685538	0.0430022	2.89941
39	-15726	-15710.1	-15.8453	0.112281	0.0796737	0.0578412	0.096215	0.100772	0.0865521	0.13402	0.0713638	0.139753	0.0665617	0.101104	0.0736757	0.113821	0.14484	0.0773217	0.115403	0.0782101	0.0936594	0.0919447	0.0679215	0.122358	0.0912754	0.125192	0.0202019	0.0434627	0.0557083	0.0292698	0.0181784	0.0290137	0.0343939	0.0254027	0.037961	0.018866	0.0168988	0.032232	0.0319791	0.0627976	0.0278806	0.0512823	0.0516888	0.048167	0.0728882	0.0527522	3.00279
