Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
0	-19839.2	-19806.7	-32.4446	0.0615014	0.0341906	0.0443996	0.0278322	0.0107348	0.0682048	0.462042	0.0293564	0.2547	0.18836	0.0562903	0.0832091	0.263036	0.257532	0.199365	0.224428	0.0984239	0.063032	0.188603	0.0943052	0.00187514	0.0727912	0.169721	0.0176588	0.117184	0.0232845	0.120179	0.0909582	0.0650215	0.237544	0.00842052	0.117702	0.00457255	0.0678241	0.151827	0.0487803	0.189132	0.0167362	0.0646878	0.0807384	0.254937	0.00271734	0.0288806	4.66272
10	-18283.2	-18259.2	-24.0051	0.172339	0.0416473	0.2069	0.108083	0.0679076	0.132253	0.180386	0.0780525	0.20398	0.143214	0.143175	0.104214	0.104839	0.163643	0.116877	0.0939784	0.140153	0.0867677	0.182013	0.113493	0.0100911	0.186591	0.193173	0.0515684	0.0504736	0.0239389	0.0371809	0.0194428	0.109248	0.118491	0.0120309	0.0644341	0.00152896	0.0226449	0.0553065	0.0311163	0.0879981	0.0111652	0.0106453	0.0402993	0.0605301	0.00735071	0.0296024	3.81877
20	-17824	-17798.4	-25.5778	0.167017	0.0753668	0.18122	0.167	0.105385	0.145853	0.220714	0.158493	0.203051	0.123841	0.143175	0.151235	0.13457	0.152074	0.107706	0.0957655	0.138223	0.135789	0.189548	0.148199	0.114633	0.134062	0.171215	0.0536481	0.0253336	0.0164738	0.0174988	0.01575	0.10142	0.0427894	0.0272683	0.0427831	0.00238977	0.0329975	0.0307653	0.00708345	0.0243476	0.00377385	0.0125625	0.0517814	0.0366923	0.00736247	0.0591816	3.97604
30	-17658.1	-17633.8	-24.3158	0.204963	0.104557	0.153197	0.182096	0.102258	0.151308	0.230638	0.109473	0.207049	0.105099	0.112372	0.135623	0.13225	0.152783	0.121247	0.0553561	0.113158	0.16852	0.22395	0.179813	0.147201	0.101487	0.15819	0.0152586	0.0240295	0.0144307	0.0245885	0.0143185	0.100772	0.0216914	0.0381179	0.0134327	0.00126767	0.0170631	0.0297471	0.00736841	0.0165048	0.024048	0.0175001	0.0398756	0.0162963	0.00560794	0.055333	3.84984
40	-17480.5	-17456.4	-24.0738	0.160067	0.114347	0.21724	0.166352	0.101717	0.109015	0.213182	0.112412	0.137475	0.14846	0.119903	0.123205	0.124049	0.159232	0.121247	0.0917165	0.113169	0.184451	0.182685	0.186705	0.171995	0.118622	0.169795	0.012534	0.0305395	0.0107639	0.027237	0.015163	0.0558275	0.0464363	0.0463341	0.0263714	0.00658303	0.02025	0.018898	0.0130816	0.017207	0.0146404	0.0207931	0.0560384	0.0129461	0.00597848	0.0209713	3.82564
50	-17280.7	-17257.3	-23.3919	0.153152	0.0900139	0.191843	0.166352	0.101544	0.111593	0.172103	0.0985428	0.127714	0.113369	0.124403	0.11446	0.132702	0.169932	0.110855	0.105983	0.160718	0.170224	0.18855	0.23312	0.141958	0.141868	0.155156	0.0344314	0.0110035	0.00847185	0.00511795	0.0110013	0.0625877	0.039081	0.0335017	0.0238503	0.0281159	0.0370604	0.0241351	0.0108169	0.0126784	0.00581796	0.0378714	0.0615346	0.0144835	0.00796771	0.0117573	3.75744
60	-17129.6	-17107.9	-21.7115	0.138598	0.0889287	0.195288	0.146502	0.116425	0.111593	0.143594	0.0805317	0.139808	0.107458	0.128683	0.0964942	0.112549	0.127607	0.105798	0.0889158	0.148065	0.185386	0.204937	0.222866	0.155994	0.168554	0.155156	0.0131102	0.0347902	0.0131625	0.00723318	0.00872006	0.0534253	0.0233042	0.0179563	0.0226435	0.0174252	0.0394322	0.0248579	0.0121874	0.0116994	0.0139676	0.0390795	0.026128	0.019748	0.00475712	0.016039	3.5894
70	-16899.2	-16878.5	-20.6804	0.119588	0.0778002	0.195288	0.136775	0.09313	0.0766386	0.120874	0.0874238	0.129496	0.121771	0.138349	0.0693559	0.120897	0.152959	0.102116	0.0720618	0.118075	0.186156	0.204937	0.183412	0.171227	0.104389	0.155156	0.0121817	0.0370538	0.0335062	0.0149618	0.00598738	0.0672678	0.0190691	0.0552972	0.0131321	0.0378196	0.0248641	0.0111914	0.0671396	0.0218752	0.0203249	0.0134958	0.0299073	0.0326146	0.0264267	0.00430102	3.48629
80	-16726.8	-16706.6	-20.1986	0.110382	0.0890454	0.19676	0.150683	0.105466	0.0792625	0.105002	0.108404	0.129496	0.116479	0.114255	0.0736891	0.108513	0.141525	0.106127	0.0936621	0.140752	0.175411	0.221691	0.133374	0.141552	0.136725	0.141306	0.0171034	0.0243984	0.0469476	0.0252927	0.00805421	0.0425988	0.0320677	0.0169411	0.0192319	0.0474406	0.0257803	0.00558193	0.0613544	0.0123056	0.0174376	0.0074881	0.0125067	0.063929	0.0216669	0.010421	3.43811
90	-16603.9	-16583.6	-20.2619	0.112393	0.0740425	0.216418	0.152379	0.107464	0.0558853	0.13905	0.11027	0.137492	0.129081	0.120057	0.0794261	0.0985785	0.15508	0.114502	0.0731184	0.133496	0.166796	0.221691	0.125553	0.157174	0.117285	0.114717	0.0078788	0.0268443	0.0459655	0.0525802	0.0175654	0.0385946	0.0203208	0.0154908	0.0112322	0.0460136	0.0159935	0.0228103	0.0240744	0.0174732	0.0262687	0.0153322	0.0164781	0.040891	0.0627427	0.00793975	3.44444
