Iteration	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
0	-27118.2	-27096.1	-22.0721	7.20294	0.00412462	0.0869005	0.00213839	0.0744015	0.0418902	0.154194	0.0636364	0.190123	0.141274	0.015785	0.0250723	0.0228741	0.0428052	0.0144843	0.098864	0.00989123	0.27137	0.0802884	0.212384	0.184028	0.10569	0.0135718	0.0186769	0.0151244	0.0033857	0.371065	0.137751	0.0829435	0.0720931	0.00602239	0.0256663	0.36181	0.169536	0.235775	0.235015	0.0838162	0.00983686	0.0887455	0.0099847	0.0121865	0.00683699	0.0501254	0.0956189	0.0902776	0.0906505	0.0927321	0.382011	0.106489	0.23784	0.573915	0.842911	1.07848	1.50469	0.884798	0.0521317	0.016252	0.0468186	3.9478
10	-16715.3	-16697.2	-18.1362	1.59602	0.0127886	0.300353	0.00602338	0.265197	0.071547	0.27099	0.104502	0.091852	0.152721	0.0614206	0.0742545	0.0606442	0.142322	0.0317706	0.166594	0.046432	0.166795	0.0471832	0.14953	0.155624	0.13552	0.0345197	0.0401311	0.0131955	0.0154277	0.0506169	0.0325562	0.053158	0.0591426	0.0235552	0.0237594	0.075325	0.0399961	0.148795	0.153463	0.0200979	0.0341861	0.0444527	0.0156464	0.0110631	0.0140569	0.0641734	0.100866	0.108657	0.0866543	0.0587557	0.16034	0.451604	0.133989	0.239782	0.603796	1.0556	2.10083	0.474637	0.237739	0.074115	0.21351	3.58225
20	-14946.2	-14910.5	-35.6283	0.497449	0.0538109	0.38488	0.0163815	0.473047	0.17722	0.404539	0.179471	0.138799	0.141776	0.2315	0.150997	0.127642	0.214623	0.102907	0.193051	0.0590482	0.366024	0.121997	0.16501	0.212675	0.322159	0.0345197	0.134837	0.0150613	0.0201951	0.0270836	0.0114833	0.039809	0.0319976	0.0623202	0.0641127	0.0291693	0.016129	0.148795	0.0369324	0.0201603	0.0123932	0.0301601	0.0431713	0.00887404	0.0360412	0.0984877	0.177658	0.121442	0.295119	0.0494981	0.0738387	0.428945	0.0311577	0.0329159	0.250247	0.818403	2.89843	0.313565	0.310628	0.0968381	0.27897	5.33695
30	-14325.8	-14283.3	-42.4502	0.328031	0.222712	0.178979	0.043096	0.502859	0.223903	0.395241	0.231717	0.145386	0.118903	0.445157	0.169696	0.208909	0.158011	0.121388	0.195035	0.263728	0.449687	0.205281	0.197908	0.216188	0.254945	0.0490007	0.186124	0.0122498	0.00689758	0.170564	0.0360932	0.0485073	0.0374112	0.0279961	0.164582	0.0170207	0.00330677	0.0274156	0.047088	0.022254	0.00336074	0.0527087	0.0342645	0.00850741	0.0431976	0.0230024	0.0497085	0.0971407	0.236063	0.0395931	0.00845814	0.593822	0.0249228	0.0078424	0.126404	0.640009	3.22574	0.346655	0.343408	0.107057	0.20288	6.01999
40	-14225	-14166.1	-58.9677	0.304091	0.201386	0.186165	0.157203	0.512827	0.181689	0.610804	0.300351	0.136432	0.146407	0.709805	0.172451	0.241509	0.148234	0.0969498	0.215179	0.379851	0.701114	0.179219	0.211087	0.284404	0.18057	0.0646092	0.272677	0.0221711	0.00501372	0.353872	0.0571946	0.131319	0.0286821	0.0458055	0.273186	0.0289926	0.00577901	0.0837713	0.0325639	0.0266114	0.00121344	0.0951056	0.0180076	0.0108943	0.0666753	0.0171396	0.0769382	0.0910499	0.236261	0.0396263	0.00846522	0.599654	0.0249436	0.00563305	0.107681	0.60261	3.28408	0.341992	0.338789	0.105617	0.213602	7.67186
50	-14126.9	-14066.5	-60.4004	0.304091	0.236936	0.332657	0.16522	0.537801	0.192328	0.710894	0.306959	0.142077	0.105351	0.603572	0.172451	0.258745	0.256803	0.139556	0.289614	0.4114	0.465996	0.159777	0.163142	0.309808	0.245463	0.0700729	0.324707	0.00328436	0.0107032	0.273938	0.0666054	0.100558	0.0133263	0.0209134	0.096754	0.0519164	0.00494813	0.13038	0.0750272	0.100492	0.000335904	0.0347694	0.0450544	0.0245475	0.0136575	0.0396874	0.1069	0.078248	0.203042	0.0338787	0.00727498	0.637958	0.0395989	0.00563305	0.107681	0.60261	3.28408	0.341992	0.338789	0.105617	0.213602	7.81513
60	-13988.4	-13925.4	-63.017	0.304091	0.236784	0.272366	0.190054	0.555835	0.242631	0.724511	0.340047	0.119818	0.224087	0.667611	0.1484	0.304295	0.224699	0.138207	0.282605	0.366641	0.304117	0.233572	0.219378	0.239081	0.171797	0.073559	0.295071	0.00501244	0.136122	0.175971	0.0662308	0.161459	0.0219804	0.0176476	0.0613078	0.0361426	0.00791282	0.191229	0.111047	0.0372873	0.000965773	0.0662168	0.175153	0.0096736	0.0147331	0.156825	0.0487068	0.0651726	0.16555	0.0576072	0.00605932	0.672629	0.0329818	0.00563305	0.107681	0.60261	3.28408	0.345671	0.336894	0.105027	0.212407	8.07679
70	-13898.3	-13830.7	-67.6611	0.277771	0.262288	0.336143	0.158085	0.541664	0.289102	0.809637	0.329993	0.100653	0.139109	0.841252	0.136398	0.304295	0.21852	0.135688	0.23027	0.435974	0.3128	0.240913	0.212071	0.220342	0.183324	0.0775434	0.394437	0.00786766	0.295667	0.138353	0.0472069	0.194145	0.00748479	0.0314286	0.0468164	0.036024	0.0193627	0.143797	0.130938	0.00696316	0.00108099	0.0862394	0.149781	0.00989632	0.0175628	0.147927	0.112282	0.0631279	0.160357	0.0557999	0.00586922	0.682899	0.0319471	0.00366575	0.0873563	0.556513	3.35246	0.345671	0.336894	0.105027	0.212407	8.54132
80	-13836.5	-13764	-72.4345	0.274299	0.291122	0.358428	0.239554	0.666515	0.303732	0.899442	0.333779	0.164085	0.228221	0.752657	0.126558	0.296078	0.218752	0.146256	0.334967	0.43569	0.352501	0.217156	0.255934	0.237656	0.242348	0.043227	0.342106	0.00313721	0.273449	0.175111	0.0814304	0.0974862	0.00820775	0.0346595	0.0213107	0.050303	0.0358594	0.153187	0.0696813	0.00677929	0.000465159	0.0580968	0.187013	0.0172448	0.0158257	0.18089	0.0617837	0.0529665	0.174044	0.046818	0.00492447	0.694443	0.0268047	0.0034425	0.0847167	0.550008	3.36183	0.345671	0.336894	0.105027	0.212407	9.01869
90	-13827.9	-13752.7	-75.2043	0.269437	0.195291	0.426202	0.207289	0.552243	0.260743	0.912709	0.41661	0.146663	0.304662	0.822148	0.107484	0.281948	0.292325	0.210917	0.227603	0.515697	0.308983	0.180829	0.215313	0.281438	0.209009	0.123613	0.453938	0.0049391	0.266193	0.0850534	0.0767912	0.0457831	0.00346778	0.0737628	0.0120929	0.105233	0.104952	0.152519	0.0243328	0.00729914	0.000630205	0.0955858	0.255169	0.0190033	0.0172442	0.248233	0.0437508	0.0456167	0.160984	0.053112	0.00455494	0.71094	0.0247933	0.00314394	0.081043	0.540723	3.37509	0.34637	0.337576	0.105239	0.210815	9.29569
