Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
350	-15739.3	-15723.6	-15.6506	0.116323	0.0854087	0.0628389	0.119058	0.14546	0.122188	0.0993031	0.123214	0.183292	0.0898294	0.085956	0.0920883	0.109701	0.0926344	0.0629944	0.06616	0.08368	0.0924378	0.128023	0.0936024	0.0967991	0.0797679	0.0700168	0.0487553	0.032978	0.0234977	0.0304207	0.0417954	0.0141588	0.0578236	0.0170534	0.0447963	0.0289402	0.0427527	0.0186406	0.0340258	0.0657057	0.0145409	0.0236069	0.0415132	0.012137	0.0417561	0.0476381	2.98331
360	-15727.8	-15711.1	-16.6392	0.132086	0.0854087	0.0893605	0.122469	0.138766	0.102903	0.0924806	0.129828	0.160663	0.0885021	0.113175	0.0805006	0.123324	0.0816954	0.0536993	0.062323	0.0935341	0.100452	0.127507	0.0981634	0.0967991	0.08892	0.0837815	0.0521061	0.0187762	0.0275728	0.0336617	0.0272757	0.0206789	0.0458454	0.023123	0.0332457	0.0373052	0.0245743	0.0382024	0.0563654	0.0888809	0.0285235	0.0253967	0.0544583	0.0161852	0.0508278	0.0328296	3.08218
370	-15728.6	-15712.4	-16.1631	0.0938087	0.0996409	0.0540995	0.116231	0.1353	0.106002	0.107689	0.126935	0.160663	0.0703233	0.0898901	0.0825587	0.137347	0.0756108	0.0577506	0.0785029	0.0908593	0.111183	0.133086	0.0835386	0.116144	0.0986701	0.0837815	0.0634878	0.0143895	0.0223084	0.0436407	0.0247859	0.0247859	0.045184	0.0306858	0.0333352	0.037628	0.0165799	0.04194	0.0447062	0.0748032	0.033698	0.0222729	0.0474373	0.0211317	0.0516567	0.0304908	3.03456
380	-15730.6	-15714.9	-15.6991	0.0938087	0.104921	0.0901226	0.101472	0.130103	0.113026	0.0977558	0.117775	0.146369	0.08512	0.105907	0.0849594	0.0958212	0.0954367	0.0536874	0.0962731	0.0618358	0.120509	0.116087	0.0727731	0.108013	0.0892038	0.0707749	0.0641183	0.0178926	0.0280684	0.0380118	0.03634	0.0238775	0.060203	0.0162768	0.0414789	0.0362171	0.0308352	0.0408597	0.0429515	0.0737746	0.0213619	0.0251132	0.0356536	0.0158865	0.0537405	0.0337536	2.98817
390	-15728.1	-15712.6	-15.4271	0.11745	0.093941	0.0716838	0.126871	0.134478	0.107912	0.102637	0.123356	0.187957	0.0882704	0.0922795	0.0733645	0.0990243	0.0646258	0.0622318	0.0642442	0.0815478	0.114767	0.136163	0.0877328	0.0973568	0.0892147	0.0816969	0.0435933	0.0165405	0.0143924	0.05063	0.0294179	0.0263794	0.0585216	0.0153686	0.0398334	0.021733	0.0213929	0.0261495	0.0429641	0.077796	0.0271751	0.0229126	0.0431452	0.0162752	0.0417887	0.0261517	2.96097
400	-15737.8	-15720.7	-17.0717	0.118583	0.0916372	0.090535	0.157808	0.131919	0.107912	0.111251	0.113548	0.146226	0.092654	0.095856	0.0708278	0.109171	0.0809418	0.0460233	0.094826	0.102288	0.124625	0.140289	0.0876954	0.0981551	0.0868689	0.0816969	0.0583176	0.0381972	0.0142539	0.0475071	0.037351	0.0164694	0.0697012	0.0169018	0.0293272	0.0218803	0.0310699	0.0386353	0.0469477	0.0683872	0.013568	0.0271318	0.0443857	0.0112749	0.0717679	0.0410074	3.12542
410	-15727.8	-15712.5	-15.2294	0.123631	0.103731	0.0619463	0.139867	0.111196	0.0799013	0.0997535	0.130303	0.158811	0.0871971	0.0968399	0.0632137	0.112874	0.0818569	0.0525058	0.083488	0.0760482	0.0858774	0.120467	0.107414	0.133562	0.078258	0.0713585	0.0458058	0.0164977	0.0197575	0.033922	0.0345601	0.027006	0.0564529	0.0228296	0.0280106	0.0274641	0.0428703	0.0233231	0.0375125	0.0627503	0.0234722	0.0233961	0.0448862	0.0194614	0.0462356	0.0448806	2.9412
420	-15733.5	-15717	-16.5287	0.130597	0.124056	0.091246	0.122771	0.127252	0.0995623	0.0972872	0.108083	0.158855	0.0731004	0.108969	0.0774297	0.112094	0.0755101	0.0747002	0.0793107	0.0675499	0.106525	0.0956044	0.0880862	0.112533	0.0860365	0.0725883	0.0561981	0.0314218	0.0304794	0.0559975	0.0328362	0.0332351	0.0756676	0.0223111	0.0418368	0.0248408	0.0297999	0.0287919	0.0699766	0.0754458	0.0214706	0.0149123	0.0460817	0.0083232	0.0375752	0.0441716	3.07112
430	-15737.3	-15720.7	-16.6102	0.0959234	0.114377	0.0847486	0.126138	0.127252	0.112964	0.0809736	0.140495	0.168593	0.0740184	0.0746252	0.0851143	0.110844	0.0739941	0.057976	0.0747918	0.0666606	0.101708	0.121466	0.0778774	0.134297	0.0792959	0.0725883	0.0373151	0.0209879	0.03188	0.0517844	0.0363957	0.016951	0.0754396	0.0235696	0.0520064	0.0468783	0.0308954	0.0406066	0.03672	0.0823107	0.0210627	0.0352252	0.0601457	0.016191	0.0618762	0.0443127	3.07928
440	-15723.9	-15707.7	-16.1769	0.122053	0.106358	0.0688762	0.146214	0.142825	0.0914997	0.0867999	0.112608	0.174961	0.0823308	0.0923947	0.0814819	0.108082	0.0827276	0.0501906	0.0764293	0.0806102	0.111679	0.123068	0.117259	0.114639	0.0774056	0.0823948	0.0352884	0.0210108	0.0247045	0.0376987	0.0160825	0.01762	0.0771639	0.0287663	0.0303405	0.0373589	0.0363366	0.02875	0.0468997	0.0865819	0.0126943	0.0235058	0.047897	0.0253338	0.0468319	0.0221855	3.03594
